player_name,role,season,Assist,Bonus Point,Raid Successful,Raid Unsuccessful,Super Raid,Super Tackle,Tackle Successful,Tackle Unsuccessful,raid_success_rate,tackle_success_rate,Team,contribution_ratio,do_or_die_points,team_name,player_id,match_played,position_id,position_name,high_5s,avg_raid_points,raid_points,successful_raids,successful_tackles,super_10s,super_raids,super_tackles,tackle_points,total_points,z_score_do_or_die_points,z_score_high_5s,z_score_avg_raid_points,z_score_raid_points,z_score_successful_raids,z_score_successful_tackles,z_score_super_10s,z_score_super_raids,z_score_super_tackles,z_score_tackle_points,z_score_total_points,dim1,dim2
gulveer singh,Defender,5,0,0,0,0,0,2,14,8,0.0,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.423218,11.760107
gulveer singh,Defender,6,0,0,0,0,0,7,17,6,0.0,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.099055,13.423381
gulveer singh,Defender,7,0,0,0,0,0,3,14,4,0.0,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.402426,12.606852
gurchet singh,Defender,1,0,0,0,0,0,8,14,4,0.0,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.053198,14.246376
gurchet singh,Defender,2,0,0,0,0,0,7,16,8,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.839882,13.232689
gurchet singh,Defender,3,0,0,0,0,0,2,5,4,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9158254,13.414898
gurchet singh,Defender,4,0,0,0,0,0,8,10,11,0.0,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.263409,13.527852
gurchet singh,Defender,5,0,0,0,0,0,7,14,19,0.0,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15391,12.845799
gurchet singh,Defender,6,0,0,0,0,0,7,17,12,0.0,0.5666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.722538,12.801019
gurchet singh,Defender,7,0,0,0,0,0,6,11,9,0.0,0.5238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59893,13.558767
gurpreet singh,All-Rounder,1,4,3,6,0,0,0,3,0,0.8571428571428571,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4715788,3.7033756
gurpreet singh,All-Rounder,2,6,10,7,0,0,0,7,0,0.875,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.868099,6.7821946
gurpreet singh,All-Rounder,3,5,1,12,0,0,0,4,0,0.9230769230769231,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.101136,2.4961393
gurpreet singh,All-Rounder,4,6,5,10,0,0,0,11,0,0.9090909090909091,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2484207,3.7958128
gurpreet singh,All-Rounder,5,6,10,13,0,0,0,8,0,0.9285714285714286,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6968956,6.4279184
gurpreet singh,All-Rounder,6,6,5,7,0,0,0,5,0,0.875,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9196024,4.273811
gurpreet singh,All-Rounder,7,3,3,6,0,0,0,8,0,0.8571428571428571,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6689299,3.666073
gurvinder singh,All-Rounder,1,4,6,8,0,0,0,5,0,0.8888888888888888,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4069154,6.068007
gurvinder singh,All-Rounder,2,1,5,12,0,0,0,6,0,0.9230769230769231,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.29002,6.428261
gurvinder singh,All-Rounder,3,3,3,8,0,0,0,13,0,0.8888888888888888,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0335755,3.7383902
gurvinder singh,All-Rounder,4,3,4,9,0,0,0,10,0,0.9,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0410986,3.6841753
gurvinder singh,All-Rounder,5,8,3,10,0,0,0,9,0,0.9090909090909091,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4821305,2.7808113
gurvinder singh,All-Rounder,6,2,5,5,0,0,0,8,0,0.8333333333333334,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0951264,5.594153
gurvinder singh,All-Rounder,7,6,5,9,0,0,0,4,0,0.9,0.8,Gujarat Fortunegiants,0.009925558312655087,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8971205,4.366871
hadi oshtorak,Defender,1,0,0,0,0,0,4,12,10,0.0,0.5217391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.127853,10.78263
hadi oshtorak,Defender,2,0,0,0,0,0,7,15,5,0.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2255535,13.85255
hadi oshtorak,Defender,3,0,0,0,0,0,4,15,9,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.352513,10.547049
hadi oshtorak,Defender,4,0,0,0,0,0,4,15,5,0.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6521435,13.155176
hadi oshtorak,Defender,5,0,0,0,0,0,7,12,6,0.0,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.920683,14.813547
hadi oshtorak,Defender,6,0,0,0,0,0,6,10,12,0.0,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.854944,13.030428
hadi oshtorak,Defender,7,0,0,0,0,0,6,11,10,0.0,0.5,Patna Pirates,0.06581740976645435,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.780609,8.623585
hadi tajik,Defender,1,0,0,0,0,0,8,11,7,0.0,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.786301,14.548769
hadi tajik,Defender,2,0,0,0,0,0,10,11,4,0.0,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.038546,15.205923
hadi tajik,Defender,3,0,0,0,0,0,9,13,3,0.0,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.975049,15.233043
hadi tajik,Defender,4,0,0,0,0,0,2,12,9,0.0,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842176,11.78844
hadi tajik,Defender,5,0,0,0,0,0,6,17,3,0.0,0.8095238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.065055,14.04758
hadi tajik,Defender,6,0,0,0,0,0,5,5,8,0.0,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.989418,13.319527
hadi tajik,Defender,7,0,0,0,0,0,5,10,8,0.0,0.5263157894736842,Puneri Paltan,0.023529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.831124,13.113483
hardeep duhan,Defender,1,0,0,0,0,0,5,17,8,0.0,0.6538461538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.202622,12.008272
hardeep duhan,Defender,2,0,0,0,0,0,4,10,8,0.0,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.590644,10.565261
hardeep duhan,Defender,3,0,0,0,0,0,4,14,8,0.0,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.398526,10.121491
hardeep duhan,Defender,4,0,0,0,0,0,0,14,9,0.0,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.458248,11.686001
hardeep duhan,Defender,5,0,0,0,0,0,4,11,7,0.0,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66477,9.98401
hardeep duhan,Defender,6,0,0,0,0,0,7,16,6,0.0,0.6956521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.139945,13.456215
hardeep duhan,Defender,7,0,0,0,0,0,3,11,5,0.0,0.6470588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.936939,13.017516
harendra kumar,Defender,1,0,0,0,0,0,7,21,4,0.0,0.8076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.943122,13.4268465
harendra kumar,Defender,2,0,0,0,0,0,5,15,8,0.0,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7583475,11.574919
harendra kumar,Defender,3,0,0,0,0,0,4,11,10,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.894228,10.763758
harendra kumar,Defender,4,0,0,0,0,0,3,17,10,0.0,0.6071428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.022205,11.346351
harendra kumar,Defender,5,0,0,0,0,0,7,17,5,0.0,0.7391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18289,13.521044
harendra kumar,Defender,6,0,0,0,0,0,3,19,11,0.0,0.6129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.130369,11.436781
harendra kumar,Defender,7,0,0,0,0,0,2,8,5,0.0,0.5714285714285714,U Mumba,0.02826086956521739,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.778584,8.907736
harish naik,Raider,1,0,2,7,6,2,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.994571,-2.756048
harish naik,Raider,2,0,2,14,9,3,0,0,0,0.5833333333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.897459,-5.320934
harish naik,Raider,3,0,1,11,5,1,0,0,0,0.6470588235294118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.095585,-1.288032
harish naik,Raider,4,0,2,13,10,1,0,0,0,0.5416666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.032934,-2.2508965
harish naik,Raider,5,0,1,23,15,2,0,0,0,0.5897435897435898,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4077215,-4.7342224
harish naik,Raider,6,0,3,24,5,0,0,0,0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.78704,-2.7917593
harish naik,Raider,7,0,3,10,7,6,0,0,0,0.5555555555555556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.359973,-7.684583
harmanjit singh,All-Rounder,1,5,9,3,0,0,0,8,0,0.75,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.393465,6.5017595
harmanjit singh,All-Rounder,2,5,6,2,0,0,0,9,0,0.6666666666666666,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.278201,5.274142
harmanjit singh,All-Rounder,3,9,5,10,0,0,0,5,0,0.9090909090909091,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.225041,3.1695538
harmanjit singh,All-Rounder,4,3,4,6,0,0,0,8,0,0.8571428571428571,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8535001,4.485952
harmanjit singh,All-Rounder,5,2,4,6,0,0,0,10,0,0.8571428571428571,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8948553,5.185372
harmanjit singh,All-Rounder,6,5,4,10,0,0,0,12,0,0.9090909090909091,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4491653,3.1135335
harmanjit singh,All-Rounder,7,4,7,3,0,0,0,3,0,0.75,0.75,Gujarat Fortunegiants,0.009925558312655087,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7022622,6.076919
harvinder singh,Defender,1,0,0,0,0,0,3,12,3,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.291394,13.416295
harvinder singh,Defender,2,0,0,0,0,0,6,12,5,0.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.907323,14.634045
harvinder singh,Defender,3,0,0,0,0,0,4,15,6,0.0,0.6818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.555865,13.01556
harvinder singh,Defender,4,0,0,0,0,0,4,15,10,0.0,0.5769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.410704,10.809598
harvinder singh,Defender,5,0,0,0,0,0,8,11,4,0.0,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.499124,15.471543
harvinder singh,Defender,6,0,0,0,0,0,8,15,9,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.211936,13.487121
harvinder singh,Defender,7,0,0,0,0,0,8,8,4,0.0,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.295889,15.525833
hyunil park,Raider,1,0,1,9,6,4,0,0,0,0.5625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.920196,-7.5451193
hyunil park,Raider,2,0,1,7,10,3,0,0,0,0.3888888888888889,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.585895,-5.9644723
hyunil park,Raider,3,0,2,13,10,3,0,0,0,0.5416666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.755022,-5.353884
hyunil park,Raider,4,0,4,12,7,3,0,0,0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.237262,-5.731243
hyunil park,Raider,5,0,2,14,12,2,0,0,0,0.5185185185185185,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03714,-4.1622686
hyunil park,Raider,6,0,3,18,5,2,0,0,0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.915413,-2.5795715
hyunil park,Raider,7,0,4,7,4,3,0,0,0,0.5833333333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.467379,-6.330981
inderpal bishnoi,Raider,1,0,7,14,13,1,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.506919,-2.9038715
inderpal bishnoi,Raider,2,0,7,15,9,5,0,0,0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9201975,-7.1472096
inderpal bishnoi,Raider,3,0,5,8,10,5,0,0,0,0.42105263157894735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.745184,-6.9133615
inderpal bishnoi,Raider,4,0,3,14,9,5,0,0,0,0.5833333333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.782532,-7.325719
inderpal bishnoi,Raider,5,0,0,26,11,2,0,0,0,0.6842105263157895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.466975,-4.615237
inderpal bishnoi,Raider,6,0,2,16,7,1,0,0,0,0.6666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.264223,-2.3457072
inderpal bishnoi,Raider,7,0,4,6,6,3,0,0,0,0.46153846153846156,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.359676,-6.2919984
isac antony,All-Rounder,1,6,5,4,0,0,0,7,0,0.8,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4290853,4.004057
isac antony,All-Rounder,2,7,6,5,0,0,0,8,0,0.8333333333333334,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.1414275,4.612302
isac antony,All-Rounder,3,9,4,12,0,0,0,6,0,0.9230769230769231,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2009525,3.068429
isac antony,All-Rounder,4,4,2,9,0,0,0,6,0,0.9,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5491633,2.6321144
isac antony,All-Rounder,5,9,5,9,0,0,0,3,0,0.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.141665,3.1423829
isac antony,All-Rounder,6,6,5,10,0,0,0,4,0,0.9090909090909091,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8540862,4.472061
isac antony,All-Rounder,7,6,2,4,0,0,0,9,0,0.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1817234,2.6589816
jadhav balasaheb shahaji,Defender,1,0,0,0,0,0,5,13,4,0.0,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.333592,14.4464245
jadhav balasaheb shahaji,Defender,2,0,0,0,0,0,8,12,9,0.0,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.657272,13.98556
jadhav balasaheb shahaji,Defender,3,0,0,0,0,0,7,13,13,0.0,0.48148148148148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.273222,12.85384
jadhav balasaheb shahaji,Defender,4,0,0,0,0,0,7,8,5,0.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.986263,15.36955
jadhav balasaheb shahaji,Defender,5,0,0,0,0,0,5,9,3,0.0,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.174303,13.862258
jadhav balasaheb shahaji,Defender,6,0,0,0,0,0,9,10,6,0.0,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.818002,14.875591
jadhav balasaheb shahaji,Defender,7,0,0,0,0,0,2,10,5,0.0,0.625,Puneri Paltan,0.04941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.775668,8.854018
jagdeesha k.k.,Defender,1,0,0,0,0,0,6,19,6,0.0,0.7307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.880515,12.940789
jagdeesha k.k.,Defender,2,0,0,0,0,0,2,14,7,0.0,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.257032,11.793077
jagdeesha k.k.,Defender,3,0,0,0,0,0,8,11,8,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.645294,14.373033
jagdeesha k.k.,Defender,4,0,0,0,0,0,4,13,7,0.0,0.6190476190476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.650794,9.960571
jagdeesha k.k.,Defender,5,0,0,0,0,0,4,13,12,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.423288,11.464884
jagdeesha k.k.,Defender,6,0,0,0,0,0,4,13,7,0.0,0.6190476190476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.657128,9.969303
jagdeesha k.k.,Defender,7,0,0,0,0,0,3,12,6,0.0,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04601,12.765575
jaideep,All-Rounder,1,5,3,7,0,0,0,8,0,0.875,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.839902,3.0582516
jaideep,All-Rounder,2,2,8,7,0,0,0,8,0,0.875,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4826171,6.8707366
jaideep,All-Rounder,3,4,6,4,0,0,0,11,0,0.8,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.619216,5.3586555
jaideep,All-Rounder,4,1,7,9,0,0,0,4,0,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5929587,6.50785
jaideep,All-Rounder,5,5,6,5,0,0,0,7,0,0.8333333333333334,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6406496,5.4369755
jaideep,All-Rounder,6,6,5,5,0,0,0,7,0,0.8333333333333334,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.426364,4.032125
jaideep,All-Rounder,7,6,3,9,0,0,0,7,0,0.9,0.875,Patna Pirates,0.0870488322717622,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9499445,6.9599395
jang kun lee,Raider,1,0,1,9,8,4,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.864357,-7.497997
jang kun lee,Raider,2,0,2,8,10,3,0,0,0,0.42105263157894735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.621055,-5.84607
jang kun lee,Raider,3,0,2,6,9,1,0,0,0,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.390501,-1.8646935
jang kun lee,Raider,4,0,6,15,7,2,0,0,0,0.6521739130434783,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.043,-3.0634158
jang kun lee,Raider,5,0,4,7,5,3,0,0,0,0.5384615384615384,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.431801,-6.282042
jang kun lee,Raider,6,0,1,14,2,2,0,0,0,0.8235294117647058,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3431835,-2.224068
jang kun lee,Raider,7,0,2,8,12,3,0,0,0,0.38095238095238093,0.0,Patna Pirates,0.055201698513800426,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.550085,0.057933457
jasmer singh gulia,All-Rounder,1,8,6,6,0,0,0,7,0,0.8571428571428571,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.283218,4.71468
jasmer singh gulia,All-Rounder,2,3,3,8,0,0,0,10,0,0.8888888888888888,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8804301,3.5258265
jasmer singh gulia,All-Rounder,3,5,4,10,0,0,0,7,0,0.9090909090909091,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2292717,3.976041
jasmer singh gulia,All-Rounder,4,2,2,4,0,0,0,4,0,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2667195,3.618776
jasmer singh gulia,All-Rounder,5,5,4,4,0,0,0,4,0,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9221025,3.9258296
jasmer singh gulia,All-Rounder,6,6,9,8,0,0,0,8,0,0.8888888888888888,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8677497,6.5258985
jasmer singh gulia,All-Rounder,7,7,8,13,0,0,0,8,0,0.9285714285714286,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.1440454,5.42119
jasvir singh,Defender,1,0,0,0,0,0,4,15,12,0.0,0.5357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4244175,11.477437
jasvir singh,Defender,2,0,0,0,0,0,3,9,9,0.0,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2690735,12.235609
jasvir singh,Defender,3,0,0,0,0,0,6,7,6,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.189906,15.021806
jasvir singh,Defender,4,0,0,0,0,0,4,12,6,0.0,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3907337,13.080651
jasvir singh,Defender,5,0,0,0,0,0,11,14,5,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.145317,15.068874
jasvir singh,Defender,6,0,0,0,0,0,2,10,5,0.0,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92926,13.028607
jasvir singh,Defender,7,0,0,0,0,0,5,6,7,0.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.852993,13.29009
jawahar dagar,Defender,1,0,0,0,0,0,9,19,9,0.0,0.6551724137931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.440546,13.389879
jawahar dagar,Defender,2,0,0,0,0,0,0,13,5,0.0,0.6842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.042166,12.397826
jawahar dagar,Defender,3,0,0,0,0,0,3,12,12,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7656145,11.553036
jawahar dagar,Defender,4,0,0,0,0,0,7,9,12,0.0,0.4090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91246,13.226418
jawahar dagar,Defender,5,0,0,0,0,0,8,13,8,0.0,0.5909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.917394,14.299591
jawahar dagar,Defender,6,0,0,0,0,0,5,13,6,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.809512,15.133303
jawahar dagar,Defender,7,0,0,0,0,0,6,12,4,0.0,0.7058823529411765,Patna Pirates,0.008492569002123142,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.677677,14.459752
jay bahadur bohara,All-Rounder,1,5,5,7,0,0,0,6,0,0.875,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3220038,4.6783614
jay bahadur bohara,All-Rounder,2,3,8,9,0,0,0,8,0,0.9,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.462865,6.8510056
jay bahadur bohara,All-Rounder,3,5,7,8,0,0,0,4,0,0.8888888888888888,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8933756,6.1391897
jay bahadur bohara,All-Rounder,4,6,4,8,0,0,0,4,0,0.8888888888888888,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5885074,3.7828548
jay bahadur bohara,All-Rounder,5,4,3,12,0,0,0,13,0,0.9230769230769231,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2905295,3.0054471
jay bahadur bohara,All-Rounder,6,5,8,6,0,0,0,8,0,0.8571428571428571,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3980126,6.4461217
jay bahadur bohara,All-Rounder,7,6,7,5,0,0,0,7,0,0.8333333333333334,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5782375,5.7772703
jeeva gopal,Raider,1,0,3,18,5,0,0,0,0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.913167,-2.277675
jeeva gopal,Raider,2,0,0,16,7,1,0,0,0,0.6666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.467251,-2.5847347
jeeva gopal,Raider,3,0,3,10,10,4,0,0,0,0.47619047619047616,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.980511,-6.595874
jeeva gopal,Raider,4,0,4,11,10,1,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95844,-2.5344849
jeeva gopal,Raider,5,0,3,14,9,3,0,0,0,0.5833333333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.885478,-5.4074492
jeeva gopal,Raider,6,0,2,13,7,2,0,0,0,0.6190476190476191,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.521505,-3.2428675
jeeva gopal,Raider,7,0,1,12,6,1,0,0,0,0.631578947368421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.167756,-1.3578467
jeeva kumar,All-Rounder,1,6,8,7,0,0,0,8,0,0.875,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9267497,6.2733135
jeeva kumar,All-Rounder,2,1,2,6,0,0,0,8,0,0.8571428571428571,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2766452,3.410217
jeeva kumar,All-Rounder,3,5,8,9,0,0,0,9,0,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.521876,6.371293
jeeva kumar,All-Rounder,4,6,3,4,0,0,0,6,0,0.8,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.674334,3.1325848
jeeva kumar,All-Rounder,5,5,6,7,0,0,0,4,0,0.875,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6993816,5.790353
