player_name,role,season,Assist,Bonus Point,Raid Successful,Raid Unsuccessful,Super Raid,Super Tackle,Tackle Successful,Tackle Unsuccessful,raid_success_rate,tackle_success_rate
ashish chhokar,Defender,6,0,0,0,0,0,3,17,6,0.0,0.7083333333333334
ashish chhokar,Defender,7,0,0,0,0,0,4,11,7,0.0,0.5789473684210527
ashish kumar,Defender,1,0,0,0,0,0,6,9,8,0.0,0.5
ashish kumar,Defender,2,0,0,0,0,0,4,15,11,0.0,0.5555555555555556
ashish kumar,Defender,3,0,0,0,0,0,4,12,7,0.0,0.6
ashish kumar,Defender,4,0,0,0,0,0,6,13,13,0.0,0.48148148148148145
ashish kumar,Defender,5,0,0,0,0,0,9,13,9,0.0,0.5652173913043478
ashish kumar,Defender,6,0,0,0,0,0,6,13,6,0.0,0.65
ashish kumar,Defender,7,0,0,0,0,0,3,9,9,0.0,0.47368421052631576
ashu singh,Defender,1,0,0,0,0,0,2,18,9,0.0,0.6428571428571429
ashu singh,Defender,2,0,0,0,0,0,5,11,12,0.0,0.4583333333333333
ashu singh,Defender,3,0,0,0,0,0,12,13,6,0.0,0.65
ashu singh,Defender,4,0,0,0,0,0,7,14,7,0.0,0.6363636363636364
ashu singh,Defender,5,0,0,0,0,0,2,15,5,0.0,0.7142857142857143
ashu singh,Defender,6,0,0,0,0,0,3,14,6,0.0,0.6666666666666666
ashu singh,Defender,7,0,0,0,0,0,6,12,6,0.0,0.631578947368421
athul ms,Raider,1,0,5,15,11,6,0,0,0,0.5555555555555556,0.0
athul ms,Raider,2,0,1,11,7,4,0,0,0,0.5789473684210527,0.0
athul ms,Raider,3,0,3,11,6,0,0,0,0,0.6111111111111112,0.0
athul ms,Raider,4,0,0,13,5,1,0,0,0,0.6842105263157895,0.0
athul ms,Raider,5,0,3,17,12,1,0,0,0,0.5666666666666667,0.0
athul ms,Raider,6,0,1,14,5,3,0,0,0,0.7,0.0
athul ms,Raider,7,0,5,13,10,6,0,0,0,0.5416666666666666,0.0
atif waheed,Raider,1,0,2,13,11,2,0,0,0,0.52,0.0
atif waheed,Raider,2,0,3,9,6,0,0,0,0,0.5625,0.0
atif waheed,Raider,3,0,2,10,9,1,0,0,0,0.5,0.0
atif waheed,Raider,4,0,2,13,9,3,0,0,0,0.5652173913043478,0.0
atif waheed,Raider,5,0,3,13,5,1,0,0,0,0.6842105263157895,0.0
atif waheed,Raider,6,0,4,11,11,3,0,0,0,0.4782608695652174,0.0
atif waheed,Raider,7,0,2,18,3,2,0,0,0,0.8181818181818182,0.0
azad singh,Defender,1,0,0,0,0,0,5,14,7,0.0,0.6363636363636364
azad singh,Defender,2,0,0,0,0,0,2,13,12,0.0,0.5
azad singh,Defender,3,0,0,0,0,0,4,10,6,0.0,0.5882352941176471
azad singh,Defender,4,0,0,0,0,0,2,12,9,0.0,0.5454545454545454
azad singh,Defender,5,0,0,0,0,0,6,12,6,0.0,0.631578947368421
azad singh,Defender,6,0,0,0,0,0,3,15,12,0.0,0.5357142857142857
azad singh,Defender,7,0,0,0,0,0,7,13,4,0.0,0.7222222222222222
babu m,Raider,1,0,3,15,5,5,0,0,0,0.7142857142857143,0.0
babu m,Raider,2,0,2,12,11,5,0,0,0,0.5,0.0
babu m,Raider,3,0,2,13,6,6,0,0,0,0.65,0.0
babu m,Raider,4,0,2,12,5,2,0,0,0,0.6666666666666666,0.0
babu m,Raider,5,0,2,16,8,1,0,0,0,0.64,0.0
babu m,Raider,6,0,2,11,8,2,0,0,0,0.55,0.0
babu m,Raider,7,0,5,11,4,3,0,0,0,0.6875,0.0
bajirao hodage,All-Rounder,1,5,6,7,0,0,0,6,0,0.875,0.8571428571428571
bajirao hodage,All-Rounder,2,2,2,6,0,0,0,8,0,0.8571428571428571,0.8888888888888888
bajirao hodage,All-Rounder,3,3,4,5,0,0,0,10,0,0.8333333333333334,0.9090909090909091
bajirao hodage,All-Rounder,4,6,7,8,0,0,0,5,0,0.8888888888888888,0.8333333333333334
bajirao hodage,All-Rounder,5,3,9,8,0,0,0,10,0,0.8888888888888888,0.9090909090909091
bajirao hodage,All-Rounder,6,8,7,6,0,0,0,5,0,0.8571428571428571,0.8333333333333334
bajirao hodage,All-Rounder,7,7,8,13,0,0,0,10,0,0.9285714285714286,0.9090909090909091
balbir singh,All-Rounder,1,5,4,13,0,0,0,5,0,0.9285714285714286,0.8333333333333334
balbir singh,All-Rounder,2,5,5,1,0,0,0,8,0,0.5,0.8888888888888888
balbir singh,All-Rounder,3,7,6,8,0,0,0,8,0,0.8888888888888888,0.8888888888888888
balbir singh,All-Rounder,4,4,7,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888
balbir singh,All-Rounder,5,3,7,7,0,0,0,9,0,0.875,0.9
balbir singh,All-Rounder,6,6,8,9,0,0,0,4,0,0.9,0.8
balbir singh,All-Rounder,7,5,5,3,0,0,0,6,0,0.75,0.8571428571428571
baldev singh,Defender,1,0,0,0,0,0,3,13,7,0.0,0.6190476190476191
baldev singh,Defender,2,0,0,0,0,0,2,14,9,0.0,0.5833333333333334
baldev singh,Defender,3,0,0,0,0,0,7,13,3,0.0,0.7647058823529411
baldev singh,Defender,4,0,0,0,0,0,2,15,6,0.0,0.6818181818181818
baldev singh,Defender,5,0,0,0,0,0,8,14,12,0.0,0.5185185185185185
baldev singh,Defender,6,0,0,0,0,0,8,19,5,0.0,0.76
baldev singh,Defender,7,0,0,0,0,0,6,14,8,0.0,0.6086956521739131
balram,Defender,1,0,0,0,0,0,4,15,3,0.0,0.7894736842105263
balram,Defender,2,0,0,0,0,0,7,10,11,0.0,0.45454545454545453
balram,Defender,3,0,0,0,0,0,5,11,7,0.0,0.5789473684210527
balram,Defender,4,0,0,0,0,0,7,10,7,0.0,0.5555555555555556
balram,Defender,5,0,0,0,0,0,4,13,11,0.0,0.52
balram,Defender,6,0,0,0,0,0,4,17,7,0.0,0.68
balram,Defender,7,0,0,0,0,0,8,18,3,0.0,0.8181818181818182
banty,Raider,1,0,2,14,6,3,0,0,0,0.6666666666666666,0.0
banty,Raider,2,0,2,9,8,1,0,0,0,0.5,0.0
banty,Raider,3,0,5,12,7,3,0,0,0,0.6,0.0
banty,Raider,4,0,1,14,6,3,0,0,0,0.6666666666666666,0.0
banty,Raider,5,0,1,22,11,4,0,0,0,0.6470588235294118,0.0
banty,Raider,6,0,6,9,9,2,0,0,0,0.47368421052631576,0.0
banty,Raider,7,0,4,16,3,2,0,0,0,0.8,0.0
bhanu pratap tomar,All-Rounder,1,5,2,6,0,0,0,9,0,0.8571428571428571,0.9
bhanu pratap tomar,All-Rounder,2,6,4,5,0,0,0,3,0,0.8333333333333334,0.75
bhanu pratap tomar,All-Rounder,3,4,6,5,0,0,0,7,0,0.8333333333333334,0.875
bhanu pratap tomar,All-Rounder,4,6,4,5,0,0,0,6,0,0.8333333333333334,0.8571428571428571
bhanu pratap tomar,All-Rounder,5,6,6,14,0,0,0,6,0,0.9333333333333333,0.8571428571428571
bhanu pratap tomar,All-Rounder,6,4,4,8,0,0,0,7,0,0.8888888888888888,0.875
bhanu pratap tomar,All-Rounder,7,4,0,9,0,0,0,9,0,0.9,0.9
bhavani rajput,All-Rounder,1,4,1,7,0,0,0,10,0,0.875,0.9090909090909091
bhavani rajput,All-Rounder,2,9,5,8,0,0,0,4,0,0.8888888888888888,0.8
bhavani rajput,All-Rounder,3,8,5,6,0,0,0,2,0,0.8571428571428571,0.6666666666666666
bhavani rajput,All-Rounder,4,8,6,2,0,0,0,4,0,0.6666666666666666,0.8
bhavani rajput,All-Rounder,5,4,3,12,0,0,0,12,0,0.9230769230769231,0.9230769230769231
bhavani rajput,All-Rounder,6,3,3,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888
bhavani rajput,All-Rounder,7,7,10,5,0,0,0,3,0,0.8333333333333334,0.75
bhupender singh,All-Rounder,1,7,7,10,0,0,0,5,0,0.9090909090909091,0.8333333333333334
bhupender singh,All-Rounder,2,2,6,7,0,0,0,10,0,0.875,0.9090909090909091
bhupender singh,All-Rounder,3,2,1,5,0,0,0,9,0,0.8333333333333334,0.9
bhupender singh,All-Rounder,4,2,5,7,0,0,0,11,0,0.875,0.9166666666666666
bhupender singh,All-Rounder,5,4,8,4,0,0,0,17,0,0.8,0.9444444444444444
bhupender singh,All-Rounder,6,8,3,5,0,0,0,10,0,0.8333333333333334,0.9090909090909091
bhupender singh,All-Rounder,7,5,3,7,0,0,0,6,0,0.875,0.8571428571428571
bhuvneshwar gaur,Raider,1,0,1,12,7,1,0,0,0,0.6,0.0
bhuvneshwar gaur,Raider,2,0,1,10,3,1,0,0,0,0.7142857142857143,0.0
bhuvneshwar gaur,Raider,3,0,0,9,5,5,0,0,0,0.6,0.0
bhuvneshwar gaur,Raider,4,0,5,13,9,2,0,0,0,0.5652173913043478,0.0
bhuvneshwar gaur,Raider,5,0,3,13,12,7,0,0,0,0.5,0.0
bhuvneshwar gaur,Raider,6,0,2,11,5,0,0,0,0,0.6470588235294118,0.0
bhuvneshwar gaur,Raider,7,0,2,12,9,6,0,0,0,0.5454545454545454,0.0
c kalai arasan,All-Rounder,1,8,2,8,0,0,0,10,0,0.8888888888888888,0.9090909090909091
c kalai arasan,All-Rounder,2,7,6,6,0,0,0,5,0,0.8571428571428571,0.8333333333333334
c kalai arasan,All-Rounder,3,4,5,9,0,0,0,4,0,0.9,0.8
c kalai arasan,All-Rounder,4,4,6,9,0,0,0,7,0,0.9,0.875
c kalai arasan,All-Rounder,5,3,8,9,0,0,0,3,0,0.9,0.75
c kalai arasan,All-Rounder,6,9,6,9,0,0,0,8,0,0.9,0.8888888888888888
c kalai arasan,All-Rounder,7,4,5,12,0,0,0,10,0,0.9230769230769231,0.9090909090909091
c manoj kumar,All-Rounder,1,4,5,11,0,0,0,7,0,0.9166666666666666,0.875
c manoj kumar,All-Rounder,2,6,4,9,0,0,0,4,0,0.9,0.8
c manoj kumar,All-Rounder,3,6,3,9,0,0,0,14,0,0.9,0.9333333333333333
c manoj kumar,All-Rounder,4,3,3,9,0,0,0,5,0,0.9,0.8333333333333334
c manoj kumar,All-Rounder,5,6,6,8,0,0,0,11,0,0.8888888888888888,0.9166666666666666
c manoj kumar,All-Rounder,6,4,5,7,0,0,0,9,0,0.875,0.9
c manoj kumar,All-Rounder,7,1,3,7,0,0,0,10,0,0.875,0.9090909090909091
c. arun,All-Rounder,1,4,3,3,0,0,0,13,0,0.75,0.9285714285714286
c. arun,All-Rounder,2,7,5,4,0,0,0,8,0,0.8,0.8888888888888888
c. arun,All-Rounder,3,3,0,15,0,0,0,9,0,0.9375,0.9
c. arun,All-Rounder,4,5,3,6,0,0,0,5,0,0.8571428571428571,0.8333333333333334
c. arun,All-Rounder,5,9,4,16,0,0,0,11,0,0.9411764705882353,0.9166666666666666
c. arun,All-Rounder,6,8,2,6,0,0,0,13,0,0.8571428571428571,0.9285714285714286
c. arun,All-Rounder,7,2,7,8,0,0,0,9,0,0.8888888888888888,0.9
chand singh,All-Rounder,1,4,4,3,0,0,0,10,0,0.75,0.9090909090909091
chand singh,All-Rounder,2,5,7,9,0,0,0,6,0,0.9,0.8571428571428571
chand singh,All-Rounder,3,7,5,4,0,0,0,4,0,0.8,0.8
chand singh,All-Rounder,4,6,6,9,0,0,0,9,0,0.9,0.9
chand singh,All-Rounder,5,7,6,9,0,0,0,9,0,0.9,0.9
chand singh,All-Rounder,6,6,6,9,0,0,0,7,0,0.9,0.875
chand singh,All-Rounder,7,5,4,5,0,0,0,6,0,0.8333333333333334,0.8571428571428571
chandran ranjit,Raider,1,0,2,23,6,1,0,0,0,0.7666666666666667,0.0
chandran ranjit,Raider,2,0,4,17,10,3,0,0,0,0.6071428571428571,0.0
chandran ranjit,Raider,3,0,2,13,8,5,0,0,0,0.5909090909090909,0.0
chandran ranjit,Raider,4,0,2,8,10,2,0,0,0,0.42105263157894735,0.0
chandran ranjit,Raider,5,0,2,10,11,5,0,0,0,0.45454545454545453,0.0
chandran ranjit,Raider,6,0,4,14,10,2,0,0,0,0.56,0.0
chandran ranjit,Raider,7,0,4,15,13,6,0,0,0,0.5172413793103449,0.0
cpo surjeet singh,All-Rounder,1,3,5,13,0,0,0,7,0,0.9285714285714286,0.875
cpo surjeet singh,All-Rounder,2,4,5,7,0,0,0,8,0,0.875,0.8888888888888888
cpo surjeet singh,All-Rounder,3,4,8,7,0,0,0,8,0,0.875,0.8888888888888888
cpo surjeet singh,All-Rounder,4,7,9,7,0,0,0,13,0,0.875,0.9285714285714286
cpo surjeet singh,All-Rounder,5,8,6,7,0,0,0,10,0,0.875,0.9090909090909091
cpo surjeet singh,All-Rounder,6,7,5,14,0,0,0,2,0,0.9333333333333333,0.6666666666666666
cpo surjeet singh,All-Rounder,7,3,4,9,0,0,0,8,0,0.9,0.8888888888888888
d. gopu,All-Rounder,1,1,7,3,0,0,0,11,0,0.75,0.9166666666666666
d. gopu,All-Rounder,2,6,2,11,0,0,0,8,0,0.9166666666666666,0.8888888888888888
d. gopu,All-Rounder,3,5,4,5,0,0,0,6,0,0.8333333333333334,0.8571428571428571
d. gopu,All-Rounder,4,6,3,6,0,0,0,11,0,0.8571428571428571,0.9166666666666666
d. gopu,All-Rounder,5,9,3,12,0,0,0,11,0,0.9230769230769231,0.9166666666666666
d. gopu,All-Rounder,6,6,3,5,0,0,0,8,0,0.8333333333333334,0.8888888888888888
d. gopu,All-Rounder,7,8,4,3,0,0,0,4,0,0.75,0.8
d. pradap,Raider,1,0,4,14,3,2,0,0,0,0.7777777777777778,0.0
d. pradap,Raider,2,0,3,12,9,1,0,0,0,0.5454545454545454,0.0
d. pradap,Raider,3,0,1,17,4,2,0,0,0,0.7727272727272727,0.0
d. pradap,Raider,4,0,5,18,4,3,0,0,0,0.782608695652174,0.0
d. pradap,Raider,5,0,4,18,9,5,0,0,0,0.6428571428571429,0.0
d. pradap,Raider,6,0,1,13,12,1,0,0,0,0.5,0.0
d. pradap,Raider,7,0,4,13,6,4,0,0,0,0.65,0.0
d. suresh kumar,All-Rounder,1,2,6,13,0,0,0,4,0,0.9285714285714286,0.8
d. suresh kumar,All-Rounder,2,9,8,9,0,0,0,8,0,0.9,0.8888888888888888
d. suresh kumar,All-Rounder,3,9,3,6,0,0,0,6,0,0.8571428571428571,0.8571428571428571
d. suresh kumar,All-Rounder,4,6,3,11,0,0,0,6,0,0.9166666666666666,0.8571428571428571
d. suresh kumar,All-Rounder,5,9,5,3,0,0,0,13,0,0.75,0.9285714285714286
d. suresh kumar,All-Rounder,6,5,4,7,0,0,0,5,0,0.875,0.8333333333333334
d. suresh kumar,All-Rounder,7,1,6,4,0,0,0,6,0,0.8,0.8571428571428571
dadaso balaso awad,Defender,1,0,0,0,0,0,3,12,3,0.0,0.75
dadaso balaso awad,Defender,2,0,0,0,0,0,4,8,13,0.0,0.36363636363636365
dadaso balaso awad,Defender,3,0,0,0,0,0,6,16,7,0.0,0.6666666666666666
dadaso balaso awad,Defender,4,0,0,0,0,0,6,3,7,0.0,0.2727272727272727
dadaso balaso awad,Defender,5,0,0,0,0,0,11,13,10,0.0,0.5416666666666666
dadaso balaso awad,Defender,6,0,0,0,0,0,2,14,8,0.0,0.6086956521739131
dadaso balaso awad,Defender,7,0,0,0,0,0,5,10,7,0.0,0.5555555555555556
darshan j.,All-Rounder,1,4,6,7,0,0,0,6,0,0.875,0.8571428571428571
darshan j.,All-Rounder,2,4,4,4,0,0,0,6,0,0.8,0.8571428571428571
darshan j.,All-Rounder,3,6,7,9,0,0,0,10,0,0.9,0.9090909090909091
darshan j.,All-Rounder,4,6,6,7,0,0,0,10,0,0.875,0.9090909090909091
darshan j.,All-Rounder,5,4,6,13,0,0,0,7,0,0.9285714285714286,0.875
darshan j.,All-Rounder,6,5,5,9,0,0,0,6,0,0.9,0.8571428571428571
darshan j.,All-Rounder,7,6,8,5,0,0,0,10,0,0.8333333333333334,0.9090909090909091
darshan kadian,Raider,1,0,3,10,6,0,0,0,0,0.5882352941176471,0.0
darshan kadian,Raider,2,0,0,6,5,5,0,0,0,0.5,0.0
darshan kadian,Raider,3,0,3,21,9,1,0,0,0,0.6774193548387096,0.0
darshan kadian,Raider,4,0,1,13,3,2,0,0,0,0.7647058823529411,0.0
darshan kadian,Raider,5,0,2,16,10,3,0,0,0,0.5925925925925926,0.0
darshan kadian,Raider,6,0,1,11,3,3,0,0,0,0.7333333333333333,0.0
darshan kadian,Raider,7,0,0,12,9,0,0,0,0,0.5454545454545454,0.0
david shilisia j mosambayi,Raider,1,0,1,11,9,3,0,0,0,0.5238095238095238,0.0
david shilisia j mosambayi,Raider,2,0,2,10,7,2,0,0,0,0.5555555555555556,0.0
david shilisia j mosambayi,Raider,3,0,1,17,10,5,0,0,0,0.6071428571428571,0.0
david shilisia j mosambayi,Raider,4,0,1,11,5,2,0,0,0,0.6470588235294118,0.0
david shilisia j mosambayi,Raider,5,0,4,13,9,3,0,0,0,0.5652173913043478,0.0
david shilisia j mosambayi,Raider,6,0,3,13,3,3,0,0,0,0.7647058823529411,0.0
david shilisia j mosambayi,Raider,7,0,3,16,1,2,0,0,0,0.8888888888888888,0.0
deepak dhull,All-Rounder,1,5,4,8,0,0,0,11,0,0.8888888888888888,0.9166666666666666
deepak dhull,All-Rounder,2,5,6,8,0,0,0,9,0,0.8888888888888888,0.9
deepak dhull,All-Rounder,3,8,6,11,0,0,0,8,0,0.9166666666666666,0.8888888888888888
deepak dhull,All-Rounder,4,4,4,12,0,0,0,12,0,0.9230769230769231,0.9230769230769231
deepak dhull,All-Rounder,5,8,6,4,0,0,0,10,0,0.8,0.9090909090909091
deepak dhull,All-Rounder,6,3,8,4,0,0,0,6,0,0.8,0.8571428571428571
deepak dhull,All-Rounder,7,6,11,4,0,0,0,6,0,0.8,0.8571428571428571
deepak kumar,All-Rounder,1,4,6,3,0,0,0,6,0,0.75,0.8571428571428571
deepak kumar,All-Rounder,2,7,6,6,0,0,0,6,0,0.8571428571428571,0.8571428571428571
deepak kumar,All-Rounder,3,5,5,7,0,0,0,7,0,0.875,0.875
deepak kumar,All-Rounder,4,5,4,12,0,0,0,5,0,0.9230769230769231,0.8333333333333334
deepak kumar,All-Rounder,5,6,4,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888
deepak kumar,All-Rounder,6,8,6,11,0,0,0,9,0,0.9166666666666666,0.9
deepak kumar,All-Rounder,7,6,7,6,0,0,0,4,0,0.8571428571428571,0.8
deepak kumar dahiya,All-Rounder,1,2,5,6,0,0,0,9,0,0.8571428571428571,0.9
deepak kumar dahiya,All-Rounder,2,10,4,12,0,0,0,9,0,0.9230769230769231,0.9
deepak kumar dahiya,All-Rounder,3,4,3,2,0,0,0,7,0,0.6666666666666666,0.875
deepak kumar dahiya,All-Rounder,4,3,3,8,0,0,0,8,0,0.8888888888888888,0.8888888888888888
deepak kumar dahiya,All-Rounder,5,6,9,9,0,0,0,12,0,0.9,0.9230769230769231
deepak kumar dahiya,All-Rounder,6,3,5,10,0,0,0,5,0,0.9090909090909091,0.8333333333333334
deepak kumar dahiya,All-Rounder,7,1,5,5,0,0,0,11,0,0.8333333333333334,0.9166666666666666
deepak kumar rathee,Defender,1,0,0,0,0,0,7,16,11,0.0,0.5714285714285714
deepak kumar rathee,Defender,2,0,0,0,0,0,4,7,9,0.0,0.4117647058823529
deepak kumar rathee,Defender,3,0,0,0,0,0,4,12,5,0.0,0.6666666666666666
deepak kumar rathee,Defender,4,0,0,0,0,0,5,11,5,0.0,0.6470588235294118
deepak kumar rathee,Defender,5,0,0,0,0,0,5,17,5,0.0,0.7391304347826086
deepak kumar rathee,Defender,6,0,0,0,0,0,5,12,8,0.0,0.5714285714285714
deepak kumar rathee,Defender,7,0,0,0,0,0,11,11,7,0.0,0.5789473684210527
deepak narwal,Defender,1,0,0,0,0,0,4,13,8,0.0,0.5909090909090909
deepak narwal,Defender,2,0,0,0,0,0,3,11,11,0.0,0.4782608695652174
deepak narwal,Defender,3,0,0,0,0,0,9,12,11,0.0,0.5
deepak narwal,Defender,4,0,0,0,0,0,5,15,4,0.0,0.75
deepak narwal,Defender,5,0,0,0,0,0,8,21,6,0.0,0.75
deepak narwal,Defender,6,0,0,0,0,0,3,10,2,0.0,0.7692307692307693
deepak narwal,Defender,7,0,0,0,0,0,3,12,8,0.0,0.5714285714285714
deepak niwas hooda,All-Rounder,1,5,3,11,0,0,0,10,0,0.9166666666666666,0.9090909090909091
deepak niwas hooda,All-Rounder,2,5,7,5,0,0,0,4,0,0.8333333333333334,0.8
deepak niwas hooda,All-Rounder,3,4,7,10,0,0,0,6,0,0.9090909090909091,0.8571428571428571
deepak niwas hooda,All-Rounder,4,8,3,7,0,0,0,11,0,0.875,0.9166666666666666
deepak niwas hooda,All-Rounder,5,4,4,6,0,0,0,9,0,0.8571428571428571,0.9
deepak niwas hooda,All-Rounder,6,8,11,6,0,0,0,9,0,0.8571428571428571,0.9
deepak niwas hooda,All-Rounder,7,5,9,5,0,0,0,8,0,0.8333333333333334,0.8888888888888888
deepak yadav,All-Rounder,1,2,7,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888
deepak yadav,All-Rounder,2,2,4,9,0,0,0,8,0,0.9,0.8888888888888888
deepak yadav,All-Rounder,3,6,4,3,0,0,0,5,0,0.75,0.8333333333333334
deepak yadav,All-Rounder,4,5,3,5,0,0,0,9,0,0.8333333333333334,0.9
deepak yadav,All-Rounder,5,7,4,15,0,0,0,11,0,0.9375,0.9166666666666666
deepak yadav,All-Rounder,6,4,4,11,0,0,0,12,0,0.9166666666666666,0.9230769230769231
deepak yadav,All-Rounder,7,5,4,12,0,0,0,6,0,0.9230769230769231,0.8571428571428571
dharmaraj cheralathan,Defender,1,0,0,0,0,0,5,8,11,0.0,0.4
dharmaraj cheralathan,Defender,2,0,0,0,0,0,3,17,7,0.0,0.68
dharmaraj cheralathan,Defender,3,0,0,0,0,0,2,20,12,0.0,0.6060606060606061
dharmaraj cheralathan,Defender,4,0,0,0,0,0,6,8,5,0.0,0.5714285714285714
dharmaraj cheralathan,Defender,5,0,0,0,0,0,9,22,11,0.0,0.6470588235294118
dharmaraj cheralathan,Defender,6,0,0,0,0,0,5,9,6,0.0,0.5625
dharmaraj cheralathan,Defender,7,0,0,0,0,0,5,8,6,0.0,0.5333333333333333
dharmender,Defender,1,0,0,0,0,0,8,17,9,0.0,0.6296296296296297
dharmender,Defender,2,0,0,0,0,0,5,16,7,0.0,0.6666666666666666
dharmender,Defender,3,0,0,0,0,0,6,6,12,0.0,0.3157894736842105
dharmender,Defender,4,0,0,0,0,0,6,13,1,0.0,0.8666666666666667
dharmender,Defender,5,0,0,0,0,0,7,8,9,0.0,0.4444444444444444
dharmender,Defender,6,0,0,0,0,0,4,17,6,0.0,0.7083333333333334
dharmender,Defender,7,0,0,0,0,0,3,11,4,0.0,0.6875
dinesh kumar,Raider,1,0,1,13,6,2,0,0,0,0.65,0.0
dinesh kumar,Raider,2,0,2,11,10,2,0,0,0,0.5,0.0
dinesh kumar,Raider,3,0,4,13,6,4,0,0,0,0.65,0.0
dinesh kumar,Raider,4,0,3,11,3,0,0,0,0,0.7333333333333333,0.0
dinesh kumar,Raider,5,0,3,14,10,1,0,0,0,0.56,0.0
dinesh kumar,Raider,6,0,2,14,14,3,0,0,0,0.4827586206896552,0.0
dinesh kumar,Raider,7,0,3,11,7,3,0,0,0,0.5789473684210527,0.0
dong geon lee,Defender,1,0,0,0,0,0,6,16,3,0.0,0.8
dong geon lee,Defender,2,0,0,0,0,0,1,11,11,0.0,0.4782608695652174
dong geon lee,Defender,3,0,0,0,0,0,4,8,8,0.0,0.47058823529411764
dong geon lee,Defender,4,0,0,0,0,0,5,12,5,0.0,0.6666666666666666
dong geon lee,Defender,5,0,0,0,0,0,8,8,13,0.0,0.36363636363636365
dong geon lee,Defender,6,0,0,0,0,0,7,8,9,0.0,0.4444444444444444
dong geon lee,Defender,7,0,0,0,0,0,6,13,6,0.0,0.65
dong ju hong,Raider,1,0,3,14,15,4,0,0,0,0.4666666666666667,0.0
dong ju hong,Raider,2,0,1,7,3,4,0,0,0,0.6363636363636364,0.0
dong ju hong,Raider,3,0,3,9,11,1,0,0,0,0.42857142857142855,0.0
dong ju hong,Raider,4,0,5,11,8,1,0,0,0,0.55,0.0
dong ju hong,Raider,5,0,1,17,9,2,0,0,0,0.6296296296296297,0.0
dong ju hong,Raider,6,0,0,10,11,1,0,0,0,0.45454545454545453,0.0
dong ju hong,Raider,7,0,2,7,9,2,0,0,0,0.4117647058823529,0.0
dovlet boshimov,Defender,1,0,0,0,0,0,6,14,6,0.0,0.6666666666666666
dovlet boshimov,Defender,2,0,0,0,0,0,6,11,9,0.0,0.5238095238095238
dovlet boshimov,Defender,3,0,0,0,0,0,6,24,7,0.0,0.75
dovlet boshimov,Defender,4,0,0,0,0,0,3,11,10,0.0,0.5
dovlet boshimov,Defender,5,0,0,0,0,0,8,16,10,0.0,0.5925925925925926
dovlet boshimov,Defender,6,0,0,0,0,0,5,9,7,0.0,0.5294117647058824
dovlet boshimov,Defender,7,0,0,0,0,0,6,14,8,0.0,0.6086956521739131
e subash,All-Rounder,1,7,6,7,0,0,0,7,0,0.875,0.875
e subash,All-Rounder,2,6,3,7,0,0,0,2,0,0.875,0.6666666666666666
e subash,All-Rounder,3,5,3,8,0,0,0,8,0,0.8888888888888888,0.8888888888888888
e subash,All-Rounder,4,3,4,5,0,0,0,7,0,0.8333333333333334,0.875
e subash,All-Rounder,5,7,5,12,0,0,0,10,0,0.9230769230769231,0.9090909090909091
e subash,All-Rounder,6,4,2,7,0,0,0,7,0,0.875,0.875
e subash,All-Rounder,7,6,4,9,0,0,0,8,0,0.9,0.8888888888888888
ehsan zamani fard,All-Rounder,1,5,2,4,0,0,0,14,0,0.8,0.9333333333333333
ehsan zamani fard,All-Rounder,2,8,7,11,0,0,0,11,0,0.9166666666666666,0.9166666666666666
ehsan zamani fard,All-Rounder,3,2,3,8,0,0,0,5,0,0.8888888888888888,0.8333333333333334
ehsan zamani fard,All-Rounder,4,4,8,7,0,0,0,4,0,0.875,0.8
ehsan zamani fard,All-Rounder,5,5,5,7,0,0,0,4,0,0.875,0.8
ehsan zamani fard,All-Rounder,6,6,4,11,0,0,0,9,0,0.9166666666666666,0.9
ehsan zamani fard,All-Rounder,7,7,6,6,0,0,0,8,0,0.8571428571428571,0.8888888888888888
elangeshwaran r,All-Rounder,1,1,2,8,0,0,0,3,0,0.8888888888888888,0.75
elangeshwaran r,All-Rounder,2,3,4,6,0,0,0,10,0,0.8571428571428571,0.9090909090909091
elangeshwaran r,All-Rounder,3,10,6,7,0,0,0,5,0,0.875,0.8333333333333334
elangeshwaran r,All-Rounder,4,6,2,8,0,0,0,5,0,0.8888888888888888,0.8333333333333334
elangeshwaran r,All-Rounder,5,6,5,5,0,0,0,8,0,0.8333333333333334,0.8888888888888888
elangeshwaran r,All-Rounder,6,6,2,6,0,0,0,10,0,0.8571428571428571,0.9090909090909091
elangeshwaran r,All-Rounder,7,3,5,8,0,0,0,6,0,0.8888888888888888,0.8571428571428571
elavarasan a,Defender,1,0,0,0,0,0,5,15,6,0.0,0.6818181818181818
elavarasan a,Defender,2,0,0,0,0,0,8,11,4,0.0,0.6875
elavarasan a,Defender,3,0,0,0,0,0,8,12,6,0.0,0.631578947368421
elavarasan a,Defender,4,0,0,0,0,0,3,14,4,0.0,0.7368421052631579
elavarasan a,Defender,5,0,0,0,0,0,9,11,7,0.0,0.5789473684210527
elavarasan a,Defender,6,0,0,0,0,0,4,14,6,0.0,0.6666666666666666
elavarasan a,Defender,7,0,0,0,0,0,9,11,6,0.0,0.6111111111111112
emad sedaghatnia,All-Rounder,1,2,6,10,0,0,0,9,0,0.9090909090909091,0.9
